"Date","Commercial Banks & NFIs – Credit to the Private Sector (TT$Mn)","Currency in Active Circulation (TT$Mn)","Commercial Bank Reserves with Central Bank (TT$Mn)","Demand Deposits (Adj.) (TT$Mn)","Saving Deposits (Adj.) (TT$Mn)","Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Demand Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Savings Deposits (Adj.) (TT$Mn)","NFIs - Foreign Currency Deposits (Adj.) (TT$Mn)","Banking System: Net Domestic Credit (TT$Mn)","Loans and Advances to Central Government (TT$Mn)","Banking System: Credit to the Private Sector (TT$Mn)","Base Money M-0 (TT$Mn)","Narrow Money M-1A (TT$Mn)","Money Supply M-1C (TT$Mn)","Money Supply M-2 (TT$Mn)","Money Supply M-2* (TT$Mn)","Money Supply M-3 (TT$Mn)","Money Supply M-3* (TT$Mn)","Quasi Money (TT$Mn)","Commercial Banks & NFIs - Total Deposits Outstanding (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Unincorporated Businesses (TT$Mn)","Banking System Investments (TT$Mn)","Commercial Banks & NFIs - Total Investment (Net) - TT$Mn","Commercial Banks & NFIs - Reserves (TT$Mn)","Commercial Banks & NFIs - Share Capital (TT$Mn)","Commercial Banks & NFIs - Total Loans Outstanding (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Loans (Net) (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Unincorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Other Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Real Estate Mortgage Loans (TT$Mn)"
"Apr-2007","39966.70","2709.7","5163.3","8838.1","11702.0","7915.8","12372.6","4650.2","4476.6","4191.2","3611.0","15058.8","-21224.4","32733.8","7873","11547.8","23249.8","31165.6","43538.2","33833.4","49784.0","19617.9","49399.8","20764","14927","2324.7","3889.7","5684.8","1809.5","12373.6","21882.7","584.7","13588.9","42021.6","15245.8","20351.5","2075.5","41422.5","1185.5","1634.6","1528.6","23605.9","96053.7","6837.9"
"Mar-2007","39633.20","2706.1","5785.7","9310.0","11775.4","7666.1","12921.0","4956.3","4345.2","4745.6","3778.1","16047.9","-19786.2","32396.7","8491.8","12016.1","23791.5","31457.6","44378.6","33912.7","50573.4","19441.5","51535.9","20892.1","15658.7","2968.8","4151.1","5955.5","1909.6","12292.7","21006.5","607.4","13512.3","41606.6","15255.3","19932.2","2058","41007","1220","1608","1533","23994.5","97844.4","8315.7"
"Feb-2007","38784.10","2593.5","5504.2","8540.5","11490.8","8083.0","11608.7","4757.1","4178.3","4047.6","3856.5","7555.4","-28027","32183.2","8097.7","11134","22624.8","30707.8","42316.4","33089.6","48516.5","19573.8","49110.5","20544.7","14633.1","2039.1","4354.5","5733","1806.1","12545.1","19989.2","804.5","12841.4","41171.9","14988.3","19841.9","2074.7","40607.5","1154.9","1587.5","1524.7","23338.4","93025","6682.9"
"Jan-2007","38492.00","2508.1","5382.5","9100.1","11227.6","8468.3","10563.8","4475.5","3171.8","3954.2","3395.6","7484.6","-27943.8","32114.3","7890.6","11608.1","22835.7","31304","41867.9","33767.2","47704.1","19695.9","48150","20179","13503.6","2114.1","4955.9","5776.7","1620.5","12333.2","19508.2","747.8","12573.9","40918","14841.8","19761.2","1838.1","40348.8","1369.8","1566.6","1540.5","24359","92237.7","6642.1"
"Dec-2006","38530.50","2654.4","5688.0","10853.5","11523.7","7828.4","10505.5","4119.0","3171.5","4030.3","3684.8","7748.4","-26868.6","31333.7","8342.4","13507.9","25031.6","32859.9","43365.4","35269.4","49459.3","19352.1","48911.2","20238.2","14283.8","2741","4400.5","5587","1660.8","12229.6","20617","1058.8","12568.1","40297.1","14890.3","19366.5","1770.2","39727.6","1165.6","1608.3","1496.1","24363.6","92911.9","8137.5"
"Nov-2006","37431.80","2522.4","5348.3","8957.1","11645.7","8188.4","8776.4","3455.1","2675.5","3559.2","3001.3","6675.4","-27177.9","30663.7","7870.7","11479.5","23125.2","31313.6","40090.0","33767.4","45500.1","19834.1","45121.3","20511.9","11455.3","2227.5","4555.1","4995.2","1376.4","12295","20196.4","734.9","12372.9","38821.5","14490.1","18584.4","1540.2","38243.4","1141","1557","1508.8","22997.7","88405.7","6648.1"
"Oct-2006","36786.00","2491.2","5511.5","9441.0","11140.1","8053.9","8493.1","3346.3","2534.1","3591.8","3046.0","6946.1","-26328.5","30049.7","8002.7","11932.2","23072.3","31126.2","39619.3","33597.5","45091.9","19194","44590.9","20034.1","11761.8","2283.1","4339.4","4790","1382.5","12252.7","20192","712.3","12421.5","38185.8","13968","18314.3","1596.9","37614.1","1147.8","1618.4","1540.5","22542.1","87304.5","6544.6"
"Sep-2006","36048.00","2459.2","5715.4","9490.8","10962.8","7562.6","8195.2","3139.4","2524.7","3502.1","2976.5","7286.7","-25372","29250.9","8174.6","11950","22912.8","30475.4","38670.6","32864.5","44004.0","18525.4","44871","20353.4","11670.4","2273.5","3947.8","5248.8","1377.2","12682.8","22276.8","632.8","12671.5","37592.2","13858.4","17882","1577","37012.8","1101.1","1703.5","1470.2","22035.2","87202.5","8226.9"
"Aug-2006","35807.60","2400.4","4692.0","8786.2","11020.2","6949.6","8509.7","3552.2","2643.1","3439.4","3229.1","7468.8","-24908","29057","7092.4","11186.6","22206.7","29156.4","37666.0","31329.8","43000.6","17969.8","43197.9","19797.5","11396.5","2133.9","3789.4","4692.5","1388.2","12259","21574.2","758.4","12461.2","37567.5","13676.3","17918","1561.3","36965.4","1274.1","1682.8","1455","21518.5","84075.3","6505.6"
"Jul-2006","34806.10","2447.2","5257.4","9247.1","10805.1","6809.2","8750.5","3599.2","2633.2","3472.6","3185.6","5656.2","-26012.8","28235.2","7704.5","11694.3","22499.4","29308.6","38059.1","31379.5","43274.1","17614.3","43062.4","19496.3","11806.5","1981.8","3687.1","4758.8","1331.9","11341.5","20809.8","693.8","12256.7","36418","13533.8","16945.3","1618.1","35816.5","1102.9","1775.1","1442.8","21698.4","83756.6","6466.1"
"Jun-2006","34361.70","2391.7","5043.9","9987.2","10769.8","6587.9","8543.9","3405.5","2870.2","3225.0","3098.4","7202","-24058.3","27839.2","7435.6","12378.9","23148.6","29736.5","38280.5","31841.5","43451.6","17357.7","43101.2","19464.2","11928.5","2542","3538.1","4298.8","1329.5","12239.9","21007.7","654.2","12127.7","36095.1","13367.7","16818.3","1697.6","35490","951.7","1744","1515.8","21199.9","83647.2","7788.2"
"May-2006","34261.50","2344.4","4154.6","8327.8","10765.8","6605.2","9676.6","3266.8","4221.8","3243.8","3177.4","8244.6","-22827.1","27455.4","6499","10672.2","21438.0","28043.2","37719.8","30120.9","42943.0","17371","42915.8","19419.9","12230.6","1963.1","3814","4181.2","1306.9","11100.7","21069","597.5","12087.1","36025.2","13181.9","16791.8","1598.8","35422.5","849","2092.6","1511.2","21025.2","83710.9","6162.7"
"Apr-2006","34173.50","2363.2","3808.6","7943.1","10645.9","6543.5","8186.7","2953.9","3140.8","3124.9","3141.2","7662.7","-23091.3","27158.8","6171.7","10306.2","20952.2","27495.7","35682.4","29702.5","41023.8","17189.5","40915.8","19436.1","10473.4","1846.9","3730.5","4173.8","1255.2","10864.3","20283.4","625","12037.6","35483.3","13105.7","16385.2","1466.3","34887.5","901.3","2096.2","1528.6","20755.8","81027.7","6100.5"
"Mar-2006","33870.20","2343.1","4853.4","9654.5","10436.2","6011.8","8855.5","3071.0","3723.2","3184.6","3137.5","9708.7","-20814.8","26913.1","7196.5","11997.7","22433.9","28445.7","37301.2","30578.6","42564.9","16448.1","42569.9","20407.8","10310.7","2310.5","4131.3","4150.4","1259.3","10821.2","20761.5","687.1","11750.2","34899.3","12942.2","15957.3","1804.3","34307.5","891.1","1767.4","1537","21490.5","82948.9","7563.8"
"Feb-2006","33955.20","2331.5","3916.6","8006.2","10485.7","6317.8","7365.0","2937.5","2601.4","3036.1","3091.6","12231.7","-18441.5","26971.9","6248.1","10337.8","20823.4","27141.2","34506.2","29227.6","39676.6","16803.5","39851","18779.7","10715.8","1438.5","3915.4","3741","1260.5","11496.2","21653.2","988","11572.8","34924.1","12679.2","15818.6","1933","34297","929.6","1673","1890.7","23357","81619.7","5991.8"
"Jan-2006","33927.10","2227","3913.8","8758.5","10175.6","6012.2","7352.7","2615.0","2736.9","3014.9","3049.4","11465.7","-19508.8","26857.5","6140.8","10985.5","21161.1","27173.3","34526.0","29266.7","39668.6","16187.8","39823.7","18366.8","11076.7","1633.3","3877.7","3701.8","1167.5","11518.7","21165.7","710.5","11373.3","35014.3","12604","15392.1","2230.4","34389","1092.8","1668.3","2026.8","22479.7","81061.5","5923.7"
"Dec-2005","34100.90","2425.4","4672.5","9890.7","9967.3","5729.0","7362.3","2216.2","3017.7","2934.0","3307.1","11918.3","-18923","26956.6","7097.9","12316.1","22283.4","28012.4","35374.7","29941.2","40610.4","15696.3","40015","18216.7","11645.7","1697.6","3953.5","3269.9","1231.6","11543.2","21534.2","759.9","11266.7","34815.2","12907.2","15337.9","1962","34198","1247","1672","1689.1","23154.6","82888.6","7317"
"Nov-2005","33900.00","2133.6","3086.6","8242.2","9908.5","5542.4","7781.1","2356.4","3130.4","3011.9","3441.1","14692.3","-15575.1","26425.7","5220.1","10375.8","20284.3","25826.7","33607.8","27658.8","38881.0","15450.9","38578.1","17925.3","11153.2","1415.7","3723.5","3199.6","1160.8","11179.7","21732.9","678.6","11216.6","34018.5","12313.4","15474.6","1687.8","33398.4","1144.3","1687.7","1710.7","22115.2","80416.7","5796.1"
"Oct-2005","33940.80","2170.6","2698.1","7659.1","9787.5","5711.1","7364.7","2690.7","2715.1","2789.6","3790.2","13641","-15347.7","25155.6","4868.7","9829.7","19617.2","25328.3","32693.0","27520.3","38675.2","15498.6","38353.1","17848.2","10725","1469.5","3861.2","3222.7","1226.6","11200.2","22895.4","745.8","11462.2","33341.5","12003.4","15006","1632.8","32726.8","1229.5","1782","1687.8","21254.8","80997.5","5745.5"
"Sep-2005","33552.50","2105.2","3339.1","7366.4","9690.9","5426.9","7218.3","3000.3","2256.8","2703.7","3559.2","12394.1","-15496.1","24148.9","5444.4","9471.7","19162.5","24589.4","31807.7","27084.3","37861.5","15117.7","38786.1","18106.5","10694","1186.3","4104.7","3558.7","1136","11653.8","21890","991.2","11344.6","32494.7","11948.2","14675.3","1599.1","31899.2","937.7","1671.7","1662.5","21480.1","80273.4","7053.7"
"Aug-2005","32828.80","2072.3","3269.3","7503.3","9688.3","4855.6","8586.0","2417.4","4137.1","2749.2","3622.0","14081.3","-13786.7","24060.2","5341.5","9575.5","19263.9","24119.5","32705.5","26658.0","38855.3","14543.9","38827.1","17917","11578.4","1287.8","4123.4","2841.3","1079.1","11657.3","21495.5","1139","10936.3","32435.6","11860.8","14826.6","1667.6","31838.3","987","1564.9","1528.7","20890.1","79227.9","5589"
"Jul-2005","32230.90","2102.6","2619.6","7102.8","9591.7","4893.6","7953.7","2418.1","3618.5","2713.0","3745.4","13347.5","-14309","23969.3","4722.2","9205.4","18797.2","23690.7","31644.4","26461.5","38149.9","14485.3","38198.4","17944.5","11104.5","874.4","4591.8","2646.4","1036.9","10744.6","21338.4","541.1","11093.3","31765","11705","14445.3","1530.9","31173.5","1079.6","1488.3","1515.9","20771.8","77290.5","5352.1"
"Jun-2005","31255.80","1997.1","3173.0","7842.3","9484.9","3836.3","7471.7","2322.8","3925.8","2586.9","3281.8","14317.7","-12792.9","23470.1","5170.1","9839.4","19324.3","23160.6","30632.3","26043.4","36779.9","13321.1","37691","17615.3","10987","1516.2","3614.2","2927.6","1030.7","10735.2","21149.3","572.1","11082.4","31192","11538.1","13767.1","1405.7","30604.8","1488.3","1537.9","1454.8","22050.6","78200.3","6593.7"
"May-2005","29806.20","2055.4","2701.2","6965.1","9334.0","3833.5","8134.4","2359.4","3958.8","2659.8","3233.0","14286.1","-11338.8","22326.4","4756.6","9020.5","18354.5","22188","30322.3","25056.9","36407.3","13167.5","36518.3","17506.9","10966.3","496.4","3523.6","3009","1016.1","10812","19432.6","633.8","11049.8","30096.4","11265.2","13496.9","1415.8","29516.7","1075.8","1437.1","1405.6","20246.4","73948.2","5139"
"Apr-2005","29790.70","1968","2570.3","6696.2","9334.7","3733.0","7605.5","2079.0","3791.7","2541.9","3365.7","13946.5","-11427.3","22115.4","4538.3","8664.1","17998.9","21731.9","29337.4","24712.2","35640.8","13067.8","36040.2","17413.7","10021.7","713.3","3523","3300.1","1068.4","11543.7","20661.3","639.7","10958","29737.4","11244.4","13139.1","1519.2","29162.3","1083.5","1360.1","1391.2","20946.3","74074","5086.9"
"Mar-2005","29269.40","2005.7","2826.6","7177.0","9143.1","3586.4","7940.3","1941.2","4428.6","2447.1","3352.8","14340.3","-10449.8","21898.2","4832.3","9182.6","18325.8","21912.2","29852.5","25122.1","36389.1","12729.5","36170.7","17115.1","10834.4","959.5","3439.5","2815.1","1007","11406.1","20123.1","715.5","10657.4","28618.6","11057.9","12523.5","1422.6","28047.2","957.7","1148.7","1508.2","19654.8","73753.6","6548.8"
"Feb-2005","28975.40","1944.8","2850.0","6347.6","9245.7","3832.7","7020.8","2066.3","3666.4","2443.5","3373.6","15448.1","-8865.5","22137.6","4794.7","8292.4","17538.1","21370.8","28391.5","24567.8","34945.8","13078.4","35667.3","17411.3","10192.5","893.4","3361.3","2848.3","960.5","11361.6","19795.5","583.4","10944.3","28077.1","10761.7","13233.5","640.8","27498.3","955.4","1247.2","1238.5","19857.7","72118.5","4929.3"
"Jan-2005","28502.40","1951.2","2660.4","6059.7","9009.9","3587.8","7880.8","2160.5","4132.8","2470.6","3457.0","14608.8","-9910.6","21946.5","4611.6","8010.9","17020.7","20608.6","28489.4","23798.0","35128.9","12597.7","35241.2","16983.5","10517","926.8","3188.4","2688.5","937","10664.8","19025.6","546","10989.3","28051.4","10619.8","12939.5","830.8","27469.4","1053.3","1392.5","1215.5","19054.4","71107.1","4878.4"
"Dec-2004","28876.10","1957.4","2782.5","6420.2","8952.4","3511.1","6987.8","1963.6","3506.7","2479.4","3621.4","13623.8","-10762.8","22242.9","4739.9","8377.6","17330.1","20841.2","27829.0","23908.5","34498.2","12463.5","34552.1","16761.9","9778.1","913.2","3416.8","2749.1","933","10904.7","19865.3","846.5","10602.4","27537.5","10522.1","12858.2","507.7","26969.2","1052.1","1367.8","1229.6","19890.3","71177.3","6244"
"Nov-2004","28212.10","1888.9","2371.1","6018.0","8876.3","3474.1","7126.4","2138.4","3420.8","2460.0","2773.7","16877.9","-7909.3","22165.3","4260","7906.9","16783.2","20257.2","27383.6","23440.0","33329.0","12350.3","33505.4","16617.9","8694.8","1068.3","3570.7","2657.7","896","10776.3","20271.9","628.2","10411.5","27294.3","10345.9","12683.8","623.2","26735.4","700.2","1772","1169.2","20333.7","70267.6","4808.8"
"Oct-2004","27793.50","1860.5","2491.7","5458.7","8918.8","3234.2","7211.7","2335.5","3342.7","2452.1","2292.9","16262","-8352.9","22110.7","4352.3","7319.2","16238.0","19472.2","26683.9","22695.7","32189.4","12153","32721.5","16722.5","7639.3","832.3","4119.9","2512.9","894.5","11152.4","19359.8","496.6","10283.8","26545.5","10194.7","12288.1","591.7","25938.2","605.1","1683.8","1182.1","20338.9","69045.8","4800.2"
"Sep-2004","27424.70","1767.1","2565.0","5368.2","8724.9","3081.7","6353.8","2007.5","2827.1","2320.9","2488.8","13789.5","-10099.1","21377","4332.1","7135.3","15860.2","18941.9","25295.7","22412.5","31248.0","11806.6","31369.5","16452.7","7662.5","791.8","3310.3","2340","812.3","10648.1","19110.7","632","10443.2","26064.4","9931.4","12090.2","718.5","25510.8","477.5","1670.1","1176.6","19673.9","67179.2","6166.5"
"Aug-2004","27741.90","1806.5","2894.4","5461.6","8723.7","2928.5","6853.2","2039.0","3478.6","2323.6","2971.2","14296","-9409.5","21316.5","4700.9","7268.1","15991.7","18920.2","25773.5","22377.0","32194.4","11652.2","32225.6","16511.7","8142.4","764.1","3654.8","2272.9","879.8","9570.7","18159.9","515.7","10725.7","25723.9","9880.2","12026.8","816.8","25146.8","474","1445.5","1080.6","18808.2","67488.3","4833.9"
"Jul-2004","26467.70","1785.7","3010.0","5143.3","8717.3","2895.5","8220.0","2156.2","4624.4","2296.9","2877.6","13082.2","-9469.3","20265.4","4795.7","6929","15646.3","18541.8","26761.8","22125.6","33216.3","11612.8","33110.5","16746.6","9110.7","736.1","3604.1","2067.4","845.7","8723.1","18227.4","507","9337.3","25294.9","9635.4","11804.7","871.3","24724.8","510.6","1402.8","1070.1","18835","67495.7","4787.6"
"Jun-2004","26050.00","1721.8","2843.1","5612.9","8578.8","2987.2","7079.2","2057.4","3798.2","2272.9","2803.4","13282.1","-8949.1","19986.6","4564.9","7334.6","15913.5","18900.7","25979.9","22500.1","32375.8","11566.1","32308.1","16644.4","7728.1","1112.4","3766.7","2189.1","867.4","8931.6","18610.5","593.1","9241.4","24811.6","9567.5","11605.9","674.6","24248","576.9","1320.2","1066.4","18845.6","66689.6","6074.9"
"May-2004","25930.40","1766.9","2615.3","5252.2","8606.3","3101.3","7092.5","1991.3","3480.8","2462.6","2773.5","14413.3","-7367.6","19780.3","4382.2","7019.1","15625.4","18726.7","25819.2","22461.1","32320.1","11707.6","32374.9","16608.7","8130.7","591.5","3816.9","2370.5","856.5","9128.7","19301.2","482.5","9379.2","24378","9725.7","11336.8","583.8","23787.9","552.6","1209.7","969.5","18853.8","66748.8","4791.7"
"Apr-2004","26462.60","1727.8","2621.2","5238.9","8501.4","2862.0","7554.9","2056.6","4104.2","2360.0","2668.1","15302.7","-7038.5","20366.1","4349","6966.7","15468.1","18330.1","25885.0","22095.4","32311.5","11363.3","32488.9","16686.3","7777.2","699.2","3856.4","2584.9","884.7","9085.1","19244.4","491.7","9225.7","23957.1","9559.5","11267.4","396.8","23376.5","590.1","1179.9","963.3","17696.8","65671","4612.6"
"Mar-2004","26495.90","1681.3","2860.7","5869.4","8432.9","2957.5","7552.1","2169.6","3968.4","2264.9","2700.2","15465.4","-6376.7","19988","4542","7550.7","15983.6","18941.2","26493.2","22605.2","32853.2","11390.5","32528.7","16622.6","7877.3","797.3","4088.8","2273.3","869.3","9908.8","19434.3","514.4","9203.3","24196.1","9412.8","11645.9","389.5","23657.1","590.8","1133.3","1023.8","18005","66210.2","5718.5"
"Feb-2004","26150.60","1741.3","2523.1","7108.2","6193.1","3204.6","5715.4","1495.5","3340.7","1518.7","2530.1","15580.8","-5535.9","19271.2","4264.4","8849.6","15042.7","18247.3","23962.6","22124.1","30365.4","9397.7","31618.2","16345","7589.4","720.5","3840.6","2362.4","760.2","9885.4","19818.1","546.7","8897.4","23819.2","9614.4","10921.4","394.9","23223.9","695.5","1032.7","1160.3","19644.7","66604.4","4504.6"
"Jan-2004","24900.40","1645.6","2743.3","7324.6","6072.9","3214.1","5521.7","1425.8","3101.0","2319.5","1837.7","14394.6","-5516.6","18016","4388.9","8970.2","15043.2","18257.2","23779.0","22445.1","29800.4","9287","30491","16044.4","6757.4","700.7","3983.6","2232.1","772.8","9586.8","18369","528.4","8747.4","23669.9","9450.4","10835","530.3","23088.1","710.8","995.9","1147.6","17406.5","62355.2","4538.4"
"Dec-2003","24609.50","1708.6","2955.3","5600.8","8264.2","3019.6","4296.1","1587.5","2278.2","2180.6","1827.0","15406.3","-5040.8","18405.8","4663.8","7309.4","15573.7","18593.3","22889.4","22619.2","28738.0","11283.8","30026.8","17625.4","5886.1","942.4","3074.4","1858.6","639.9","9890.3","17543.5","983.3","8570.1","23520.9","8819.9","10800.3","615","22927.1","1294.4","910.9","1080.5","17183.4","62676.5","5564.2"
"Nov-2003","24994.60","1676.9","2975.3","6877.0","8011.2","3636.6","4834.2","1279.5","2706.2","1449.4","1452.7","15767.5","-3886.8","17610.5","4652.2","8553.9","16565.1","20201.7","25036.0","24431.1","30713.9","11647.8","30008.6","16253.5","6444.8","1112","3291.3","2267","640","10052.5","17623.6","449.5","8281.4","23721.7","8810.1","11595","580.1","23181.7","664.3","974.6","1097.5","17128.2","61391.7","4876.8"
"Oct-2003","24545.70","1608.1","3280.0","6273.7","7924.3","3626.6","4645.6","1285.6","2562.1","1407.7","1525.6","14413.8","-4849.5","17189.5","4888.1","7881.8","15806.1","19432.7","24078.3","23440.9","29608.1","11550.9","29275","16357.3","6181.4","1217.8","2965.2","1913.5","639.9","10195.6","17572.8","463.3","8208.5","22848.3","8454.3","11167.2","569.4","22245.1","656.1","954.1","1047.3","17435.5","60779.6","4662.9"
"Sep-2003","24653.50","1556.8","3734.5","6332.2","8009.6","3767.4","4110.3","1367.9","1924.7","1426.0","1570.3","14235.1","-5281.3","17307.8","5291.3","7889","15898.6","19666.1","23776.4","23855.3","29529.9","11777.1","29375.1","16103.8","5536.2","1334.2","3353.8","2333.2","713.9","9810.4","16952.2","677.8","8231.9","22546.9","8385.2","11072.8","533.5","21946.9","671.7","938.3","945.4","17484.8","60772.8","5840.3"
"Aug-2003","24534.00","1611.1","3373.9","5879.8","8023.2","3639.0","4409.8","1462.0","2243.4","1397.4","1898.0","16000","-3497","17142.4","4985","7490.8","15514.0","19153","23562.8","23383.3","29685.3","11662.2","29579.8","16379.8","5632.3","1142.1","3519.2","2121.7","784.8","9683.1","18098.1","423.8","7941.7","22052.1","8209.7","10893.2","540.8","21378.6","631.5","797.8","979","17442.4","60856.4","4640.3"
"Jul-2003","24268.00","1567.3","3328.6","4943.6","7505.0","3005.6","6017.5","1855.4","2246.7","2238.3","1895.1","14488.4","-4298.5","16778","4895.9","6510.8","14015.8","17021.4","23038.9","21166.1","29072.9","10510.6","28912.8","16431.2","5002.9","1287.5","3248.5","2124.9","817.8","9057.9","17742.6","492.8","7788.3","22002.5","8193.5","10865.2","559.2","21328.5","655.3","724.1","1005.2","17743","60045.4","4659.2"
"Jun-2003","23526.10","1543.4","3740.0","4966.3","7483.1","3089.3","6266.6","1780.8","2981.4","1959.8","2009.3","14681.8","-3598.8","16379.9","5283.4","6509.8","13992.9","17082.2","23348.7","21065.3","29338.9","10572.4","29165","16086.3","5582.3","619.8","3936.7","2185","755","8783.3","16590.7","517.7","7674.4","21299.8","8196.9","10316.3","477.8","20644.5","529.3","781.5","998","17194.3","59338.9","5565.1"
"May-2003","23622.90","1562.5","3130.6","4617.3","7504.8","3126.8","5484.1","1823.6","2347.9","1845.3","1723.9","15318.1","-3151.1","16354.5","4693","6179.8","13684.5","16811.3","22295.4","20788.1","27993.8","10631.5","27769.2","16126.7","5089.3","538.6","3355.9","2009.5","649.1","8518.9","16637.3","441.1","7701.1","21191.3","8299.6","10087.6","578.6","20541.1","489.8","741.1","994.7","16324.6","57296.6","4325.3"
"Apr-2003","23715.40","1510.8","2961.6","4451.7","7446.5","3006.0","5699.4","1720.6","2548.2","1903.4","1501.6","15168.6","-3753.4","16706.3","4472.5","5962.5","13409.0","16415","22114.4","20557.8","27756.5","10452.5","27471.9","16070.7","5281.9","439.3","2803.2","2198.9","677.9","8243.6","16346","481.2","7543.2","21262.8","8453.7","9868.8","673.3","20441.8","560.4","729","977.6","16552.4","57344.1","4233.3"
"Mar-2003","24005.40","1521.9","3269.2","4820.5","7449.1","3072.7","5309.9","1727.7","2160.3","1920.1","1589.2","15667.6","-3557.3","16807.8","4791.2","6342.4","13791.6","16864.3","22174.2","20865.0","27750.1","10521.9","27420","16040.8","5058.9","548.2","3183.2","1901.4","687.4","8746.4","16817.8","618.7","7472.2","21126.4","8458.9","9854.7","549.9","20313.6","502.4","757.7","1002.8","16359.4","57102.9","5420.1"
"Feb-2003","22751.80","1550.6","3502.3","5090.7","6870.1","3196.7","5770.6","1783.9","2496.7","1934.2","1584.0","15834.6","-3376.1","16769.2","5053","6641.3","13511.4","16708.1","22478.7","20727.9","28080.4","10066.8","27735.5","15994","5321","437.1","3332.2","2002.3","648.9","8301.1","14749.2","503.6","7546.1","21291.2","8492.9","9798.7","558.1","20563.7","476","959.1","1006.4","15135.6","56052.7","4134.5"
"Jan-2003","22368.40","1450.9","3102.3","5464.9","6805.8","3348.8","5697.5","1809.6","2400.0","1862.0","1520.8","15350.8","-3991.3","16697.5","4553.2","6915.8","13721.5","17070.3","22767.8","21059.2","28264.5","10154.6","27864.6","15705.6","5707.6","508.5","3236.8","2070.2","635.9","8120.6","14900.8","444.1","7359.6","21091.7","8508.8","9416.8","621.4","20377.9","647.8","895.4","1001.4","14785.6","55753.6","4129.4"
"Dec-2002","22993.70","1501.8","3071.6","5829.8","6778.7","3399.9","5513.1","2009.8","2079.5","2010.0","1520.7","15935.3","-3796.7","16890","4573.4","7331.6","14110.2","17510.1","23023.2","21495.6","28527.4","10178.5","28290.7","15766.7","5611","552.3","3538.9","2046.6","775.1","8220.9","15359.6","646.5","7229.3","21232.3","8628.7","9677.7","633.6","20543.4","363.5","900.9","1027.9","14743.1","56246.7","5415.3"
"Nov-2002","22646.30","1485.3","3106.5","5108.1","6860.7","3548.8","6168.9","1973.4","2714.5","2005.6","1495.9","15361.4","-4297.3","16430.2","4591.8","6593.4","13454.1","17002.9","23171.8","20955.8","28618.7","10409.5","28438.1","15967.3","5921.6","505","3379.4","1915.3","749.5","8356.1","15363.6","343","7179.7","20934.4","8423.4","9366.9","755.3","20274.7","414.8","957.3","1016.8","14837.3","56187.8","4095.8"
"Oct-2002","22558.20","1402.3","3045.2","4978.5","6792.9","3472.9","5083.8","1970.2","1456.2","2069.7","1863.2","14964","-4672.5","16581.4","4447.5","6380.8","13173.7","16646.5","21730.3","20525.3","27470.3","10265.7","27182.2","15921.8","4863.3","570.9","3388.8","1608.9","828.5","8069.6","15761.3","416.9","7191.8","20777","8337.5","9454.3","769.1","20129.2","462.1","741.8","1012.3","14660","55032.6","4046.9"
"Sep-2002","23379.30","1401.2","2918.0","5149.5","6792.0","3697.3","4815.0","2065.3","1247.0","1916.6","1746.6","15186.8","-4758.8","16433.5","4319.1","6550.7","13342.7","17040","21855.0","21146.9","27706.1","10489.3","27435.8","16021.6","4691.8","846.9","3037.2","2116","722.3","9186.6","16595.8","377.2","7054","20626.3","8348.2","9212.3","734.3","19979.9","380.7","842.3","1108.5","15327.7","55321.5","5134.6"
"Aug-2002","23171.60","1403.5","3133.6","4695.6","6817.2","3776.3","6411.8","2015.9","2615.5","2117.4","1763.1","14846.1","-4974.4","16230.1","4537.1","6099","12916.2","16692.6","23104.3","20828.1","28993.2","10593.5","28619.2","16327.1","6082.4","616.3","2981.4","1892.8","719.2","8192.6","15752.9","373.7","7067.2","20399.4","8462.7","8968","724.8","19775.7","376.3","843.3","1024.2","14219.5","54891.4","3999.8"
